name,url,logo,categories,creation date,region
The retail factory,https://theretailfactory.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/The-retail-factory_squared.png,Retail & telecom,2009,Flanders
Thelis,http://www.thelis.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Thelis_squared.png,Services,1989,Wallonia
TIMI,https://timi.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/TIMI_squared.png,"RPA, Internal Data & Intelligence",2007,Brussels
Tractonomy,http://www.tractonomy.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/tractonomy.jpeg,Industrial,2018,Flanders
Traicie,http://traicie.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Traicie_squared.png,HR & Skills,2019,Flanders
Treedy's,http://treedys.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/treedy_squared.png,Retail & telecom,2015,Brussels
Trendminer,https://www.trendminer.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Trendminer_squared.png,Industrial,2008,Flanders
Trendskout,http://www.trendskout.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Trendskout_logo_site__squared.png,Services,2019,Flanders
Tropos,http://www.tropos.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/cropped-tropos-logo-square-367x68-1_squared.png,Services,2015,Flanders
Underside,http://www.underside.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/underside_squared.png,Services,2000,Wallonia
Vadis Tech.,http://www.vadis.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Vadis-Technology_squared.png,Legal & FinTech,2003,Brussels
VECTR Consulting,https://vectr.consulting/,https://community.ai4belgium.be/ai-landscape//landscape_logos/VectrConsulting_squared.png,Services,2016,Flanders
VERHAERT,https://www.verhaert.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/verhaert.jpeg,Services,1969,Wallonia
VeriFlix,http://www.veriflix.ai/en/,https://community.ai4belgium.be/ai-landscape//landscape_logos/veriflix_squared.png,Image & video processing,2016,Wallonia
VersaSense,http://www.versasense.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/versasense-logo-small_squared.png,Services,2016,Flanders
Vision++,http://www.visionplusplus.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Vision_squared.png,Image & video processing,2007,Flanders
VoxelSensors,https://www.voxelsensors.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/voxelsensors.jpeg,Industrial,2020,Brussels
Waylay,http://www.waylay.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/6654105_squared.png,Services,2014,Flanders
WEPOC,https://wepoc.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/download-7_squared.png,Services,2019,Wallonia
Westray,http://www.westray.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Westray_squared.png,"Automotive, mobility & travel",2018,Flanders
XC Lab,http://xclab.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-xc-lab-488x128-1_squared.png,Services,2019,Wallonia
AI Blackbelt,https://www.aiblackbelt.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/AI-Blackbelt_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",2018,Brussels
La Scientotheque,https://lascientotheque.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/La-Scientotheque_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",,Brussels
Molengeek,https://molengeek.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Molengeek_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",2016,Brussels
Numeria,http://numeria.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Numeria_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",,Wallonia
Dwengo,https://dwengo.org/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Dwengo_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",2009,Flanders
Be Central,http://becentral.org/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Be-Central_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",2017,Brussels
Humain.AI,http://humain.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-5_squared.png,Services,2019,Flanders
Lopos,https://www.lopos.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Lopos_squared.png,Healthcare & biotech,2020,Flanders
